frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
849,1,1,1,0,0,2,7,0,0,4,6,6,5,5,6
850,3,3,4,5,5,6,5,5,5,0,0,2,3,3,3
851,0,5,5,1,5,5,3,3,3,4,6,6,1,7,7
852,3,3,0,0,0,0,3,3,3,2,4,4,1,1,7
853,1,1,1,1,1,1,4,4,4,0,0,0,3,3,0
854,4,4,1,5,5,0,0,2,2,3,5,5,2,4,4
855,6,4,4,3,3,3,2,2,2,3,3,5,7,7,3
856,7,7,0,5,5,0,2,2,2,3,5,5,2,2,2
857,3,3,4,0,0,2,5,5,0,3,3,5,4,4,4
858,0,0,0,4,4,4,0,0,2,6,6,0,1,2,2
859,7,7,7,5,0,0,4,4,5,7,7,3,3,3,3
860,3,0,0,0,0,3,3,3,3,1,1,1,0,5,5
861,3,3,0,5,5,0,7,7,0,0,2,2,0,0,0
862,3,3,0,4,4,4,7,7,7,2,2,2,2,0,0
863,2,7,7,5,5,6,2,2,2,3,3,5,5,5,5
864,7,7,7,0,0,2,5,1,1,6,6,6,5,5,5
865,4,4,1,2,2,2,5,1,1,5,4,4,1,1,2
866,1,1,3,1,1,7,7,7,0,5,5,5,4,4,6
867,4,1,1,0,0,2,6,5,5,5,5,5,6,1,1
868,0,5,5,0,2,2,5,5,5,3,3,5,1,1,7
869,5,6,6,0,3,3,7,7,0,3,5,5,1,1,1
870,4,2,2,1,7,7,5,5,5,0,0,2,3,3,0
871,6,6,6,7,7,7,4,6,6,4,4,4,4,4,4
872,0,3,3,5,5,6,3,3,3,6,6,6,3,3,0
873,3,3,3,4,4,1,6,6,6,0,1,1,4,4,4
874,2,2,7,3,3,3,5,0,0,4,6,6,5,6,6
875,6,6,6,1,1,1,0,0,0,4,4,6,0,0,0
876,0,3,3,3,3,3,0,0,2,4,4,4,4,4,6
877,4,4,4,6,6,6,4,5,5,7,7,3,0,1,1
878,7,7,7,3,6,6,1,4,4,1,1,3,1,1,2
879,1,1,1,1,1,1,3,3,3,1,1,3,6,1,1
880,5,5,5,1,5,5,6,5,5,6,6,1,3,3,3
881,2,2,7,7,7,0,6,6,5,4,6,6,4,4,4
882,1,1,1,1,1,5,4,4,4,5,7,7,0,5,5
883,5,5,5,5,6,6,6,5,5,3,3,3,1,1,7
884,5,6,6,5,5,5,3,7,7,0,0,1,0,0,0
885,5,5,6,5,5,5,3,7,7,1,2,2,0,5,5
886,6,6,6,4,4,4,7,0,0,4,4,4,1,1,7
887,2,2,7,6,6,1,4,4,4,0,0,1,7,7,7
888,3,3,0,6,6,6,3,3,7,0,0,0,5,6,6
889,1,1,1,1,1,5,1,4,4,7,3,3,2,2,0
890,1,1,1,6,6,1,6,6,5,3,3,3,2,0,0
891,2,7,7,7,7,0,7,7,0,6,0,0,3,3,3
892,7,7,7,0,3,3,2,4,4,1,3,3,2,2,2
893,6,6,6,2,5,5,2,2,2,3,0,0,0,0,1
894,4,4,2,2,2,5,6,6,6,0,0,1,2,2,2
895,2,2,2,0,0,3,1,1,4,0,0,0,3,0,0
896,1,1,1,2,2,5,5,5,1,5,5,5,3,3,4
897,0,0,5,1,1,5,7,7,0,5,4,4,2,0,0
898,1,1,1,6,6,6,1,1,4,3,3,3,4,6,6
899,4,4,2,1,1,7,7,0,0,2,5,5,2,2,4
900,4,2,2,1,1,5,0,0,0,1,3,3,6,2,2
901,3,0,0,3,6,6,5,5,5,5,5,7,4,3,3
902,4,1,1,1,1,7,5,5,1,6,6,1,4,4,4
903,6,4,4,5,5,0,4,4,6,3,3,5,6,6,1
904,3,3,3,4,4,1,3,3,7,0,0,0,3,3,0
905,4,1,1,6,1,1,4,4,5,3,3,3,3,4,4
906,2,2,7,4,4,4,2,2,4,6,6,6,0,0,5
907,6,6,6,2,2,5,6,6,6,1,3,3,1,2,2
908,0,0,3,1,5,5,1,4,4,1,3,3,3,3,4
909,5,6,6,0,3,3,4,4,4,6,6,6,2,2,2
910,1,1,3,7,0,0,1,1,1,3,3,3,0,1,1
911,7,0,0,5,0,0,7,7,7,3,3,3,5,5,5
912,5,5,5,2,2,2,3,3,3,0,0,0,3,3,4
913,3,3,4,6,4,4,2,2,2,6,6,6,3,0,0
914,5,6,6,5,0,0,2,2,2,3,3,3,5,6,6
915,0,0,0,4,4,4,1,4,4,2,2,5,7,7,7
916,0,3,3,3,3,3,3,3,3,7,3,3,4,4,4
917,4,2,2,3,3,6,3,3,3,4,4,4,6,6,6
918,0,5,5,7,0,0,4,6,6,7,3,3,6,2,2
919,0,0,0,3,3,3,5,5,1,5,5,4,5,5,5
920,5,6,6,0,0,0,4,5,5,3,3,0,2,4,4
921,7,7,7,2,5,5,5,1,1,3,0,0,2,2,0
922,3,3,0,6,1,1,3,7,7,5,4,4,3,0,0
923,7,0,0,6,6,1,1,1,1,3,3,3,1,2,2
924,4,4,4,2,2,2,0,0,0,5,7,7,4,4,4
925,0,5,5,4,4,1,7,7,7,5,5,4,6,6,1
926,7,7,7,6,6,6,6,6,5,3,5,5,6,6,2
927,6,6,6,4,1,1,3,3,3,1,1,1,2,0,0
928,5,5,5,3,3,3,0,0,3,3,3,0,7,7,3
929,5,5,5,6,1,1,4,4,6,0,0,0,3,3,3
930,6,6,6,5,5,0,0,0,0,1,1,2,5,5,6
931,5,5,5,3,6,6,5,0,0,2,2,5,3,0,0
932,1,1,3,2,2,5,5,5,5,4,6,6,2,2,2
933,4,4,4,1,7,7,1,1,4,1,3,3,4,6,6
934,4,4,4,6,1,1,7,7,7,0,0,2,3,3,3
935,6,6,6,1,5,5,1,1,1,3,3,3,0,5,5
936,2,2,2,7,7,7,3,3,3,7,7,3,5,5,5
937,6,4,4,2,2,2,4,5,5,2,2,4,0,0,1
938,1,1,3,2,2,2,7,7,0,0,0,0,4,4,6
939,6,4,4,6,6,4,5,5,5,2,2,4,0,0,0
940,2,2,2,6,6,4,1,4,4,3,3,3,3,0,0
941,1,1,3,4,4,4,5,0,0,3,3,3,1,1,2
942,4,4,4,1,1,1,1,1,4,6,6,6,4,4,3
943,4,4,1,7,0,0,7,0,0,6,1,1,3,3,4
944,1,3,3,2,2,2,4,5,5,6,6,1,4,4,4
945,0,0,0,4,4,4,6,6,6,6,6,6,2,0,0
946,2,7,7,1,1,1,5,0,0,0,0,1,3,0,0
947,0,0,0,5,0,0,5,5,5,4,6,6,4,4,6
948,4,1,1,0,2,2,3,3,7,7,7,3,4,4,6
949,7,0,0,2,2,5,7,7,0,0,1,1,3,3,0
950,7,7,7,1,1,7,3,3,7,0,1,1,4,6,6
951,1,1,3,2,2,2,0,0,2,2,2,4,4,4,6
952,4,1,1,5,6,6,1,1,1,6,1,1,0,0,0
953,2,7,7,0,2,2,0,3,3,5,7,7,1,1,1
954,2,2,2,1,7,7,3,7,7,1,2,2,5,5,5
955,7,7,0,3,3,3,5,5,5,4,4,6,6,6,6
956,7,7,7,7,7,7,4,4,6,0,0,0,7,7,3
957,6,6,6,0,0,2,3,7,7,0,0,0,3,3,4
958,3,3,4,2,2,2,3,7,7,5,7,7,5,5,5
959,2,7,7,3,6,6,6,6,6,6,1,1,4,4,4
960,5,5,5,3,3,6,4,5,5,3,5,5,2,2,2
961,2,7,7,6,6,4,3,7,7,4,4,6,7,7,7
962,6,6,4,1,1,5,3,3,3,4,6,6,3,0,0
963,5,5,6,3,6,6,6,6,6,1,1,3,2,4,4
964,1,3,3,5,0,0,5,5,5,4,4,4,6,2,2
965,4,4,1,2,2,2,1,4,4,0,1,1,6,6,6
966,2,2,7,1,1,1,0,0,0,2,2,5,4,4,4
967,0,3,3,7,7,7,6,6,6,2,2,4,0,5,5
968,5,5,5,2,2,2,6,6,6,6,0,0,2,2,0
969,3,3,4,5,5,0,1,1,1,4,4,6,7,3,3
970,0,0,3,5,5,0,5,0,0,0,0,0,4,4,3
971,7,7,0,6,6,4,3,7,7,4,4,4,1,1,1
972,4,2,2,0,2,2,3,3,7,4,4,6,0,0,5
973,6,4,4,6,1,1,0,0,0,6,6,6,3,3,3
974,5,6,6,4,4,4,3,3,7,2,5,5,4,6,6
975,6,6,4,2,5,5,3,7,7,6,6,6,6,6,2
976,1,1,1,6,6,4,6,6,6,6,6,0,5,5,5
977,3,4,4,0,3,3,2,4,4,2,5,5,4,6,6
978,0,0,3,1,1,5,2,2,2,7,3,3,7,7,7
979,2,2,7,0,2,2,4,4,4,4,4,6,6,6,2
980,2,2,2,6,6,6,2,2,2,1,3,3,6,1,1
981,5,5,5,0,3,3,0,0,2,5,4,4,4,3,3
982,4,4,4,3,3,3,5,5,0,3,3,0,0,1,1
983,1,1,1,0,0,0,4,4,4,0,1,1,4,4,3
984,3,0,0,0,3,3,4,6,6,7,7,7,7,7,7
985,3,3,3,4,4,4,4,4,4,0,0,2,0,1,1
986,4,1,1,3,3,3,0,0,3,0,0,2,2,4,4
987,6,6,6,7,0,0,0,0,3,6,1,1,4,4,4
988,3,3,0,5,5,0,3,3,3,6,6,6,5,6,6
989,1,3,3,7,7,0,2,2,2,1,1,1,6,1,1
990,0,0,3,0,0,0,6,6,5,1,3,3,2,2,2
991,5,5,5,0,0,3,1,4,4,4,4,4,5,5,6
992,7,7,7,0,2,2,1,1,1,2,2,5,0,1,1
993,3,3,4,1,1,7,0,0,0,7,7,3,6,1,1
994,5,6,6,7,0,0,2,2,2,6,1,1,3,3,4
995,3,4,4,7,7,7,1,1,4,5,5,7,2,2,4
996,3,3,3,1,1,1,0,0,0,5,5,7,1,7,7
997,2,2,2,5,6,6,2,2,2,6,6,6,1,1,1
998,5,6,6,0,0,3,4,4,4,5,5,4,3,3,3
999,1,1,3,5,5,6,3,3,3,3,5,5,7,7,7
1000,3,4,4,4,4,4,7,0,0,4,4,6,2,0,0
1001,6,6,4,3,3,3,4,4,5,0,0,0,5,5,6
1002,4,4,1,2,2,5,3,7,7,2,5,5,4,4,3
